練習問題セット,設問,生成日時,カテゴリ,正誤,正答,あなたの回答,出題内容,選択肢A,選択肢B,選択肢C,選択肢D,選択肢A ヘルプ参照先,選択肢A ヘルプ参照先URL,選択肢B ヘルプ参照先,選択肢B ヘルプ参照先URL,選択肢C ヘルプ参照先,選択肢C ヘルプ参照先URL,選択肢D ヘルプ参照先,選択肢D ヘルプ参照先URL,選択肢A テキスト参照先,選択肢B テキスト参照先,選択肢C テキスト参照先,選択肢D テキスト参照先,対応試験
2,11,2025/10/15 23:06,アプリ,誤,B,,"アプリテンプレートを使って、別ドメインのkintoneにアプリを移行する際の説明として、誤っているものを1つ選びなさい。","アプリの作成権限があれば、アプリ作成時に「テンプレートファイルを読み込んで作成」ボタンが表示される。","アプリ、レコード、およびフィールドのアクセス権は移行できる。","Administratorユーザーを宛先にした通知の設定は移行できる。","kintoneシステム管理者がアプリの管理権限を持つ場合、アプリをテンプレート化できる。",アプリをテンプレートとしてダウンロードする,https://jp.cybozu.help/k/ja/id/040493.html,アプリをテンプレートとしてダウンロードする,https://jp.cybozu.help/k/ja/id/040493.html,アプリをテンプレートとしてダウンロードする,https://jp.cybozu.help/k/ja/id/040493.html,アプリをテンプレートとしてダウンロードする,https://jp.cybozu.help/k/ja/id/040493.html,1-1-8 方法5：テンプレートファイルからアプリを作成する,5-3-2 アプリの管理,5-3-2 アプリの管理,5-3-2 アプリの管理,2024年10月31日改定
2,12,2025/10/15 23:06,アプリ,誤,C,,"「アプリの設定」→「フォーム」タブで、「ユーザー選択」フィールドの説明として、誤っているものを1つ選びなさい。","初期値に「ログインユーザー」を指定すると、新規でレコードを追加するときに、ログインしているユーザー（レコード作成者）が入力される。","「選択肢を指定する」を設定しない場合、「ユーザー選択」フィールドにユーザー名を入力して、一致するユーザーを選択できる。","選択できる最大人数を指定できる。","「選択肢を指定する」を有効にして、選択肢にユーザーを指定すると、レコードの追加や編集をする際に、指定したユーザーのみが選択肢に表示される。",ユーザー選択,https://jp.cybozu.help/k/ja/id/040543.html,ユーザー選択,https://jp.cybozu.help/k/ja/id/040543.html,ユーザー選択,https://jp.cybozu.help/k/ja/id/040543.html,ユーザー選択,https://jp.cybozu.help/k/ja/id/040543.html,2-2-9 ユーザーや組織の選択,2-2-9 ユーザーや組織の選択,2-2-9 ユーザーや組織の選択,2-2-9 ユーザーや組織の選択,2024年10月31日改定
2,13,2025/10/15 23:06,アプリ,誤,BCD,,"石川さんと田中さんが同じレコードの編集画面を同時に表示し、レコードの編集をしている。
kintoneの仕様として、誤っているものをすべて選びなさい。","石川さんがレコードの「保存」をクリックしたあとに、田中さんがレコードの「保存」をクリックすると、田中さんの画面に再読み込みを促すエラーメッセージが表示される。","石川さんがレコードの「保存」をクリックすると、田中さんの画面に再読み込みを促すエラーメッセージが表示される。","石川さんがレコードの「保存」をクリックすると、石川さんの画面に再読み込みを促すエラーメッセージが表示される。","石川さんがレコードの「保存」をクリックしたあとに、田中さんがレコードの「保存」をクリックすると、石川さんの編集内容は残らず田中さんの編集内容のみが表示される。",レコードを編集する,https://jp.cybozu.help/k/ja/id/040719.html,レコードを編集する,https://jp.cybozu.help/k/ja/id/040719.html,レコードを編集する,https://jp.cybozu.help/k/ja/id/040719.html,レコードを編集する,https://jp.cybozu.help/k/ja/id/040719.html,1-2-3 レコードの編集,1-2-3 レコードの編集,1-2-3 レコードの編集,1-2-3 レコードの編集,2024年10月31日改定
2,14,2025/10/15 23:06,アプリ,誤,B,,"テンプレートファイルからアプリを作成する際の説明として、適切でないものを1つ選びなさい。","テンプレートファイルに複数のアプリが含まれている場合、1度に複数のアプリを作成できる。","最大1MBまでのテンプレートファイルを読み込める。","他のドメインで利用しているkintoneから書き出したテンプレートファイルを読み込める。","テンプレートファイルを読み込んでアプリを作成するには、アプリの作成権限が必要である。",テンプレートファイルからアプリを作成する,https://jp.cybozu.help/k/ja/id/040627.html,テンプレートファイルからアプリを作成する,https://jp.cybozu.help/k/ja/id/040627.html,テンプレートファイルからアプリを作成する,https://jp.cybozu.help/k/ja/id/040627.html,テンプレートファイルからアプリを作成する,https://jp.cybozu.help/k/ja/id/040627.html,5-3-2 アプリの管理,1-1-8 方法5：テンプレートファイルからアプリを作成する,1-1-8 方法5：テンプレートファイルからアプリを作成する,1-1-8 方法5：テンプレートファイルからアプリを作成する,2024年10月31日改定
2,15,2025/10/15 23:06,アプリ,誤,AB,,"一覧の作成について、誤っているものをすべて選びなさい。","一覧を作成する際、表示形式は、表形式、カレンダー形式、グラフ形式の３種類から選択できる。","カレンダー形式の一覧では、フィールドに入力されているデータを一覧画面から編集できる。","一覧を複数作成した場合は、表示順を並べ替えたり、デフォルトで表示される一覧を変更したりできる。","一覧を作成、変更、削除するには、そのアプリの管理権限が必要である。",一覧とは,https://jp.cybozu.help/k/ja/id/040614.html,一覧の変更や削除を行う,https://jp.cybozu.help/k/ja/id/040609.html,一覧のドロップダウンに表示される順番を並び替える,https://jp.cybozu.help/k/ja/id/040610.html,一覧の変更や削除を行う,https://jp.cybozu.help/k/ja/id/040609.html,1-4-2 一覧の作成,1-4-2 一覧の作成,1-4-2 一覧の作成,1-4-2 一覧の作成,2024年10月31日改定
2,16,2025/10/15 23:06,アプリ,誤,AC,,"レコードをファイルから読み込む際の注意点として、適切なものをすべて選びなさい。","「計算」フィールドは、フィールドの設定に関わらず、ファイルからデータを読み込めない。","「ルックアップ」フィールドは、フィールドの設定に関わらず、ファイルからデータを読み込めない。","登録済みのレコードを更新する場合、一括更新のキーとなるフィールドと値を更新するフィールドのみ「ファイルの列」を指定する。","拡張子が「.txt」のファイルから、レコードを読み込めない。",ファイルからレコードのデータをアプリに読み込む,https://jp.cybozu.help/k/ja/id/040724.html,ファイルからレコードのデータをアプリに読み込む,https://jp.cybozu.help/k/ja/id/040724.html,ファイルからレコードのデータをアプリに読み込む,https://jp.cybozu.help/k/ja/id/040724.html,ファイルからレコードのデータをアプリに読み込む,https://jp.cybozu.help/k/ja/id/040724.html,1-6-2 ファイルからのレコード読み込み,1-6-2 ファイルからのレコード読み込み,1-6-2 ファイルからのレコード読み込み,1-6-2 ファイルからのレコード読み込み,2024年10月31日改定
2,17,2025/10/15 23:06,アプリ,誤,A,,"数値や計算結果の端数処理をする方法として、正しい説明を1つ選びなさい。","「計算」フィールドの設定画面で、計算式にROUND関数を設定すると、数値を四捨五入して指定の桁数まで求めることができる。","小数点以下の数値を四捨五入した値をアプリに表示したい場合は、「計算」フィールドの設定画面で「小数点以下の表示桁数」を「0」に設定する。","「数値」フィールドで「小数点以下の表示桁数」の設定を変更すると、レコードの数値自体が変更される。","「高度な設定」の内容よりも、ROUND関数や「小数点以下の表示桁数」の設定が優先される。",四捨五入、切り捨て、切り上げするときの設定の使い分け,https://jp.cybozu.help/k/ja/id/040508.html,四捨五入、切り捨て、切り上げするときの設定の使い分け,https://jp.cybozu.help/k/ja/id/040508.html,四捨五入、切り捨て、切り上げするときの設定の使い分け,https://jp.cybozu.help/k/ja/id/040508.html,四捨五入、切り捨て、切り上げするときの設定の使い分け,https://jp.cybozu.help/k/ja/id/040508.html,2-4-3 計算式,2-2-4 数値と計算,2-2-4 数値と計算,3-7-4 高度な設定,2024年10月31日改定
2,18,2025/10/15 23:06,アプリ,誤,B,,"アプリのプロセス管理の説明として、誤っているものを1つ選びなさい。","kintoneのポータルには、自分が作業者に指定されているレコードの件数が、アプリごとに表示される。","現在のステータスに関わらず、アクションのボタンは常に表示される。","アクションは、レコードを別のステータスに変更するための操作で、ステータスごとに設定する。","複数のユーザーで作業するタスクや、申請の承認をアプリで管理して、ワークフローのように使える。",プロセス管理でできること,https://jp.cybozu.help/k/ja/id/040576.html,プロセス管理でできること,https://jp.cybozu.help/k/ja/id/040576.html,プロセス管理でできること,https://jp.cybozu.help/k/ja/id/040576.html,プロセス管理でできること,https://jp.cybozu.help/k/ja/id/040576.html,3-3-1 プロセス管理とは,3-3-1 プロセス管理とは,3-3-2 プロセス管理の設定,3-3-1 プロセス管理とは,2024年10月31日改定
2,19,2025/10/15 23:06,アプリ,誤,D,,"アプリの削除の説明として、正しいものを1つ選びなさい。","アプリの削除には、cybozu.com共通管理者の権限が必要である。","アプリを誤って削除してしまった場合、30日以内であればcybozu.com共通管理者がアプリを復旧できる。","アプリを削除しても、アプリ内のすべてのデータを利用できる。","削除対象のアプリをほかのアプリが参照している場合、削除対象のアプリのみを、単独で削除できない。",アプリを削除する,https://jp.cybozu.help/k/ja/id/040633.html,アプリを削除する,https://jp.cybozu.help/k/ja/id/040633.html,アプリを削除する,https://jp.cybozu.help/k/ja/id/040633.html,アプリを削除する,https://jp.cybozu.help/k/ja/id/040633.html,3-8-4 アプリの削除,5-3-7 その他の管理,3-8-4 アプリの削除,3-8-4 アプリの削除,2024年10月31日改定
2,20,2025/10/15 23:06,アプリ,誤,D,,"アプリの管理権限を持たない利用者が可能なグラフの操作として、誤っているものを1つ選びなさい。","集計の作成","グラフの表示","集計をブックマークとして保存","集計をグラフとして保存",グラフとは,https://jp.cybozu.help/k/ja/id/040587.html,グラフとは,https://jp.cybozu.help/k/ja/id/040587.html,グラフとは,https://jp.cybozu.help/k/ja/id/040587.html,グラフとは,https://jp.cybozu.help/k/ja/id/040587.html,1-5-2 一覧からのグラフの作成,1-5-2 一覧からのグラフの作成,1-5-2 一覧からのグラフの作成,1-5-2 一覧からのグラフの作成,2024年10月31日改定
2,21,2025/10/15 23:06,アプリ,誤,CD,,"文字を入力するためのフィールドの説明として、適切でないものをすべて選びなさい。","「文字列（複数行）」で改行して入力した文字列は、ファイルへ書き出したときにも改行された状態で出力される。","「リッチエディター」を配置すると、文字色・背景色・文字サイズの変更が可能な入力欄を作成できる。","「文字列（複数行）」は、最小文字数と最大文字数のどちらか一方、または両方を指定できる。","「文字列（1行）」は、自動計算機能を使用できない。",文字列（複数行）,https://jp.cybozu.help/k/ja/id/040538.html,リッチエディター,https://jp.cybozu.help/k/ja/id/040537.html,文字列（複数行）,https://jp.cybozu.help/k/ja/id/040538.html,文字列（1行）,https://jp.cybozu.help/k/ja/id/040539.html,2-2-3 文字,2-2-3 文字,2-2-3 文字,2-2-3 文字,2024年10月31日改定
2,22,2025/10/15 23:06,アプリ,誤,ABC,,"テーブルの説明として、正しいものをすべて選びなさい。","一度テーブル化して保存したフィールドは、テーブル外や別のテーブルには移動できない。","テーブルを設定すると、データ入力中に必要に応じて入力行を追加できる。","テーブルは、すでにあるテーブルやグループフィールド内には配置できない。","一度テーブル化して保存すると、テーブル内のフィールドの並び順を変更できない。",テーブル,https://jp.cybozu.help/k/ja/id/040529.html,テーブル,https://jp.cybozu.help/k/ja/id/040529.html,テーブル,https://jp.cybozu.help/k/ja/id/040529.html,テーブル,https://jp.cybozu.help/k/ja/id/040529.html,2-3-2 テーブルを設定する,2-3-1 テーブルとは,2-3-2 テーブルを設定する,2-3-2 テーブルを設定する,2024年10月31日改定
2,23,2025/10/15 23:06,アプリ,誤,A,,"IF関数を使って、実技が80点以上で、かつ小論文が70点以上であれば”合格”、そうでなければ”不合格”と表示される計算式について、正しいものを1つ選びなさい。","IF(AND(実技>=80,小論文>=70),""合格"",""不合格"")","IF((実技>=80) AND (小論文>=70),""合格"",""不合格"")","AND(IF(実技>=80,小論文>=70),""合格"",""不合格"")","AND((IF(実技>=80,""合格"",""不合格""),(IF(小論文>=70,""合格"",""不合格""))",[IF関数]条件によって表示する値を変える,https://jp.cybozu.help/k/ja/id/040505.html,[IF関数]条件によって表示する値を変える,https://jp.cybozu.help/k/ja/id/040505.html,[IF関数]条件によって表示する値を変える,https://jp.cybozu.help/k/ja/id/040505.html,[IF関数]条件によって表示する値を変える,https://jp.cybozu.help/k/ja/id/040505.html,2-4-3 計算式,2-4-3 計算式,2-4-3 計算式,2-4-3 計算式,2024年10月31日改定
2,24,2025/10/15 23:06,アプリ,誤,BD,,"「アプリの設定」→「設定」タブ→「アイコンと説明」、または「デザインテーマ」の説明として、適切なものをすべて選びなさい。","モバイル版の画面でも「デザインテーマ」の設定で、フォームやレコード一覧の配色を変更できる。","「アプリのアイコン」は、あらかじめkintoneに用意されているアイコンから選択する方法と、任意の画像をアップロードする方法がある。","「アプリの説明」に入力できる文字数の上限は、5,000文字である。","「アプリの説明」は、書式設定を使って文字を装飾できる。",アプリのデザインテーマを変更する,https://jp.cybozu.help/k/ja/id/040476.html,アイコンの変更とアプリの説明を記載する,https://jp.cybozu.help/k/ja/id/040475.html,アイコンの変更とアプリの説明を記載する,https://jp.cybozu.help/k/ja/id/040475.html,アイコンの変更とアプリの説明を記載する,https://jp.cybozu.help/k/ja/id/040475.html,3-2-2 アプリのデザインテーマの変更,3-2-1 アイコンと説明,3-2-1 アイコンと説明,3-2-1 アイコンと説明,2024年10月31日改定
2,25,2025/10/15 23:06,アプリ,誤,ACD,,"アクセス権を設定できるフィールドとして、正しいものをすべて選びなさい。","グループ","テーブル","関連レコード一覧","ルックアップ",フィールドにアクセス権を設定する,https://jp.cybozu.help/k/ja/id/040593.html,フィールドにアクセス権を設定する,https://jp.cybozu.help/k/ja/id/040593.html,フィールドにアクセス権を設定する,https://jp.cybozu.help/k/ja/id/040593.html,フィールドにアクセス権を設定する,https://jp.cybozu.help/k/ja/id/040593.html,3-6-4 フィールドのアクセス権,3-6-4 フィールドのアクセス権,3-6-4 フィールドのアクセス権,3-6-4 フィールドのアクセス権,2024年10月31日改定
2,26,2025/10/15 23:06,スペース,誤,C,,"スペースの説明として、正しいものを1つ選びなさい。","スペースのメンバーに組織／グループを追加した場合、ユーザーごとの退会ができる。","ゲストユーザーの一覧は、CSV形式でダウンロードできない。","cybozu.com共通管理者は、14日以内であれば削除してしまったスペースを復旧できる。","スペースの一覧で、各アプリがどのスペースに所属しているかを確認できる。",スペースのメンバーを追加／削除する,https://jp.cybozu.help/k/ja/id/040703.html,ゲストユーザーの一覧をCSV形式でダウンロードする,https://jp.cybozu.help/k/ja/id/040822.html,削除したスペースを復旧する,https://jp.cybozu.help/k/ja/id/04080.html,スペースの一覧を確認する,https://jp.cybozu.help/k/ja/id/04073.html#space_admin_manage_spaces_30,4-1-4 スペースへの参加と退会,5-3-4 ゲストユーザーの管理,5-3-7 その他の管理,5-3-3 スペースの管理,2024年10月31日改定
2,27,2025/10/15 23:06,スペース,誤,C,,"「関連リンク」欄の説明として、正しいものを1つ選びなさい。","ゲストスペースでも関連リンクを利用できる。","スペースの「関連リンク」の並び順を変更できる。","「関連リンク」欄に関連リンクを追加すると、スペースの利用者が、リンク先のアプリやスペースに素早くアクセスできる。","関連リンクを表示するには、ポータル画面右下の「関連リンク」欄にある追加ボタンをクリックする。",関連リンクとは,https://jp.cybozu.help/k/ja/id/040708.html,関連リンクとは,https://jp.cybozu.help/k/ja/id/040708.html,関連リンクとは,https://jp.cybozu.help/k/ja/id/040708.html,関連リンクとは,https://jp.cybozu.help/k/ja/id/040708.html,4-3-2 ゲストスペースの追加,4-2-5 関連リンク,4-2-5 関連リンク,4-2-5 関連リンク,2024年10月31日改定
2,28,2025/10/15 23:06,スペース,誤,BC,,"スペースのポータルに表示される「お知らせ掲示板」の説明として、正しいものをすべて選びなさい。","「お知らせ掲示板」は、ユーザーごとにカスタマイズできる。","スペースの管理者は、「お知らせ掲示板」の内容を編集できる。","「お知らせ掲示板」を表示するには、スペースの設定で、「スペースのポータルと複数のスレッドを使用する」機能を有効にする必要がある。","「お知らせ掲示板」は、モバイル版のポータルに適用されない。",スペースのポータルの表示コンテンツ／カスタマイズ,https://jp.cybozu.help/k/ja/id/040697.html,スペースのポータルの表示コンテンツ／カスタマイズ,https://jp.cybozu.help/k/ja/id/040697.html,スペースのポータルの表示コンテンツ／カスタマイズ,https://jp.cybozu.help/k/ja/id/040697.html,スペースのポータルの表示コンテンツ／カスタマイズ,https://jp.cybozu.help/k/ja/id/040697.html,4-2-1 お知らせ,4-2-1 お知らせ,4-2-1 お知らせ,6-8-3 モバイル版の画面,2024年10月31日改定
2,29,2025/10/15 23:06,スペース,誤,C,,"参加しているスペースで、スペース参加者とスペース管理者の両者ともにできる操作として、正しいものを1つ選びなさい。","参加メンバーの変更","スペース本文の編集","スペース内検索","スペースの削除",ユーザーがスペースでできる操作,https://jp.cybozu.help/k/ja/id/040705.html,ユーザーがスペースでできる操作,https://jp.cybozu.help/k/ja/id/040705.html,ユーザーがスペースでできる操作,https://jp.cybozu.help/k/ja/id/040705.html,ユーザーがスペースでできる操作,https://jp.cybozu.help/k/ja/id/040705.html,4-2-6 ユーザーがスペースでできる操作,4-2-6 ユーザーがスペースでできる操作,4-2-6 ユーザーがスペースでできる操作,4-2-6 ユーザーがスペースでできる操作,2024年10月31日改定
2,30,2025/10/15 23:06,スペース,誤,AB,,"ゲストスペースへ招待する際の説明として、誤っているものをすべて選びなさい。","kintoneのポータルで、右上の「…」から、「ゲストメンバーを管理」をクリックし、ゲストスペースに招待できる。","招待メールの送信元は、送信者自身のメールアドレスである。","招待メールの有効期間は、1週間である。","招待したゲストがkintoneに登録したかどうかなど、登録状況を確認できる。",ゲストユーザーの管理（ゲストの招待）,https://jp.cybozu.help/k/ja/id/040649.html,ゲストユーザーの管理（ゲストの招待）,https://jp.cybozu.help/k/ja/id/040649.html,ゲストユーザーの管理（ゲストの招待）,https://jp.cybozu.help/k/ja/id/040649.html,ゲストユーザーの管理（ゲストの招待）,https://jp.cybozu.help/k/ja/id/040649.html,4-3-3 ゲストの招待,4-3-3 ゲストの招待,4-3-3 ゲストの招待,4-3-3 ゲストの招待,2024年10月31日改定
2,31,2025/10/15 23:06,管理者設定,誤,D,,"「組織の管理者」が管理権限を持つ組織の配下でできる操作として、誤っているものを1つ選びなさい。","子組織の追加","組織の所属ユーザーの変更","組織の削除","組織の事前設定",実行できる操作,https://jp.cybozu.help/general/ja/id/02010.html#uma__index_20,実行できる操作,https://jp.cybozu.help/general/ja/id/02010.html#uma__index_20,実行できる操作,https://jp.cybozu.help/general/ja/id/02010.html#uma__index_20,実行できる操作,https://jp.cybozu.help/general/ja/id/02010.html#uma__index_20,5-1-3 組織の設定,5-1-3 組織の設定,5-1-3 組織の設定,5-1-3 組織の設定,2024年10月31日改定
2,32,2025/10/15 23:06,管理者設定,誤,A,,"cybozu.comの管理者の種類として、誤っているものを1つ選びなさい。","監査ログの閲覧や、パスワードポリシーを設定する「サイボウズドットコム ストアの管理者」","ユーザーの追加や、セキュリティの設定を行う「cybozu.com共通管理者」","ドメインを作成した際に自動的に登録されるが、削除できない「Administrator」","特定の組織配下において、ユーザーと組織を管理する権限を付与された「組織の管理者」",cybozu.com共通管理での権限設定,https://jp.cybozu.help/k/ja/id/04059.html,cybozu.com共通管理での権限設定,https://jp.cybozu.help/k/ja/id/04059.html,cybozu.com共通管理での権限設定,https://jp.cybozu.help/k/ja/id/04059.html,cybozu.com共通管理での権限設定,https://jp.cybozu.help/k/ja/id/04059.html,5-4-1 サイボウズドットコムストア,5-1-1 cybozu.com共通管理,5-1-7 管理者の設定,5-1-3 組織の設定,2024年10月31日改定
